tachometer,und-accelerometer-axial,und-accelerometer-radial,und-accelerometer-tangential,over-accelerometer-axial,over-accelerometer-radial,over-accelerometer-tangential,microphone
-0.38026,1.1806,0.22615,0.044744,-0.57413,0.03819,-0.11331,-0.027549
-0.44786,-1.6445,-0.39343,-0.03278,-0.64385,0.038254,-0.17821,0.087691
-0.343,1.1626,0.36385,0.057834,-0.57802,0.041527,-0.12151,-0.097107
-0.51195,-1.1724,-0.42693,-0.055588,-0.65115,0.040198,-0.19781,0.1848
-0.33161,0.47135,0.29794,0.035681,-0.60378,0.042053,-0.15486,-0.11529
-0.34832,-0.23082,-0.22364,-0.03463,-0.64114,0.040538,-0.18265,0.14953
-0.55041,-0.54723,0.09608,0.0016528,-0.64018,0.042053,-0.17356,-0.069726
-0.13611,0.77202,0.02503,0.0013188,-0.60179,0.041013,-0.12852,0.067004
-0.37974,-1.2721,-0.17323,-0.031123,-0.66819,0.037227,-0.19126,0.012098
-0.25481,1.3084,0.2587,0.044185,-0.57274,0.03706,-0.10827,-0.040351
-0.40403,-1.3618,-0.33078,-0.038484,-0.66193,0.034763,-0.18992,0.10069
-0.4653,1.163,0.34827,0.056594,-0.57318,0.03389,-0.10718,-0.1174
-0.25288,-0.8981,-0.28553,-0.031027,-0.63891,0.031227,-0.16516,0.13276
-0.50102,0.26548,0.28768,0.042438,-0.5947,0.030142,-0.12056,-0.11723
-0.29304,0.12456,-0.27133,-0.0024194,-0.62116,0.03156,-0.15487,0.098716
-0.45547,-0.7542,-0.081686,0.016419,-0.638,0.033813,-0.19235,-0.063861
-0.48463,1.0203,0.077913,0.038488,-0.56626,0.032972,-0.13179,0.038455
-0.35403,-1.4299,-0.28758,-0.013287,-0.63351,0.030732,-0.20321,0.007449
-0.43464,1.2997,0.29099,0.06012,-0.54754,0.028159,-0.12901,-0.04293
-0.30917,-1.3907,-0.54221,-0.020686,-0.65103,0.024783,-0.24108,0.069949
-0.48546,0.82158,0.33122,0.074585,-0.54981,0.028968,-0.16791,-0.10185
-0.39271,-0.60173,-0.48354,-0.0037039,-0.61382,0.0307,-0.23967,0.10169
-0.45733,0.05452,0.15291,0.059497,-0.57012,0.03595,-0.21695,-0.089537
-0.44711,0.42212,-0.19846,0.025315,-0.56236,0.040134,-0.20745,0.063061
-0.46859,-0.95768,-0.15819,0.019258,-0.6007,0.041815,-0.24652,-0.044293
-0.38867,1.235,0.11158,0.05443,-0.53114,0.039698,-0.17636,0.0013888
-0.49209,-1.4566,-0.44154,-0.02436,-0.62775,0.036476,-0.26599,0.019229
-0.3487,1.3521,0.32016,0.04581,-0.52023,0.038151,-0.1659,-0.057363
-0.38369,-1.1248,-0.52663,-0.049165,-0.6149,0.035539,-0.24873,0.088275
-0.46334,0.68979,0.29742,0.039374,-0.53202,0.036604,-0.16831,-0.11536
-0.22472,-0.28069,-0.32403,-0.022157,-0.56847,0.03733,-0.19291,0.096477
-0.50107,-0.20154,0.12517,0.031892,-0.55244,0.037413,-0.16833,-0.10928
-0.35891,0.62546,-0.12627,0.027653,-0.53458,0.034018,-0.14998,0.053569
-0.46825,-1.286,-0.25867,0.0084353,-0.58734,0.033415,-0.21476,-0.029034
-0.51162,1.2771,0.2016,0.065618,-0.49408,0.030983,-0.12763,-0.02144
-0.44257,-1.285,-0.44073,-1.08E-05,-0.59048,0.029725,-0.21804,0.07046
-0.53644,1.2443,0.34505,0.08596,-0.49513,0.032555,-0.12394,-0.10017
-0.36727,-1.0351,-0.54562,-0.01215,-0.59211,0.03192,-0.21282,0.10096
-0.45643,0.49202,0.26273,0.066139,-0.5269,0.030797,-0.15862,-0.11322
-0.47732,-0.11103,-0.34429,0.0026098,-0.5599,0.027909,-0.19034,0.10609
-0.48128,-0.62312,-0.013584,0.028205,-0.56319,0.028865,-0.20687,-0.084475
-0.41932,0.88608,-0.0081496,0.035399,-0.51565,0.02898,-0.15888,0.03646
-0.42696,-1.189,-0.32135,-0.0043591,-0.58844,0.029481,-0.23155,-0.0044522
-0.5225,1.3576,0.28082,0.057821,-0.48593,0.031098,-0.13689,-0.045486
-0.38354,-1.3578,-0.52063,-0.026724,-0.58854,0.030809,-0.23521,0.060676
-0.54274,1.0663,0.38953,0.066351,-0.48449,0.031413,-0.13955,-0.11441
-0.38971,-0.82782,-0.4609,-0.02524,-0.56032,0.030322,-0.21139,0.11556
-0.45202,0.097528,0.26779,0.034532,-0.50936,0.031759,-0.16455,-0.11772
-0.43036,0.26022,-0.19915,-0.016196,-0.51722,0.031734,-0.16943,0.080025
-0.50737,-0.72492,-0.028546,-0.019035,-0.54458,0.031701,-0.20352,-0.065565
-0.40149,1.1224,0.14531,-6.86E-05,-0.47828,0.031849,-0.13536,0.0062564
-0.45756,-1.3471,-0.3304,-0.053873,-0.56835,0.032908,-0.22555,-0.0025052
-0.43129,1.3206,0.39679,0.035598,-0.4583,0.034724,-0.12015,-0.051132
-0.46337,-1.3893,-0.4632,-0.053302,-0.56702,0.033954,-0.21405,0.076909
-0.46057,0.84676,0.43319,0.041295,-0.46894,0.03011,-0.1216,-0.11385
-0.34435,-0.55775,-0.31848,-0.038632,-0.55251,0.02563,-0.19507,0.12077
-0.38975,-0.24606,0.24217,0.03335,-0.51714,0.02624,-0.16911,-0.10392
-0.52441,0.51167,-0.064289,0.014287,-0.51304,0.023217,-0.16834,0.056222
-0.31981,-0.99036,-0.08378,0.0071315,-0.57079,0.023718,-0.24259,-0.038185
-0.47134,1.2322,0.26431,0.043614,-0.44867,0.028159,-0.12879,-0.020491
-0.34426,-1.5697,-0.34637,-0.05158,-0.57335,0.026805,-0.2566,0.05206
-0.4932,1.1867,0.45151,0.034377,-0.42125,0.028711,-0.11917,-0.096425
-0.38517,-1.156,-0.41954,-0.068055,-0.55946,0.027832,-0.25266,0.13152
-0.2798,0.61816,0.40562,0.040075,-0.44817,0.032901,-0.15541,-0.12999
-0.52771,-0.29159,-0.26065,-0.026158,-0.49969,0.028396,-0.19505,0.10913
-0.34435,-0.41845,0.1618,0.019971,-0.48466,0.027036,-0.18635,-0.091314
-0.45629,0.71565,0.0074094,0.0052367,-0.47218,0.02737,-0.16721,0.049919
-0.44932,-1.2307,-0.21186,-0.021643,-0.56206,0.027755,-0.2815,-0.0038438
-0.43216,1.2982,0.32141,0.048463,-0.40012,0.030123,-0.13312,-0.04057
-0.45113,-1.3072,-0.41766,-0.026287,-0.50178,0.029167,-0.2289,0.059654
-0.46381,1.1497,0.45621,0.062914,-0.39425,0.03027,-0.13344,-0.10908
-0.43625,-0.89726,-0.37992,-0.049364,-0.50017,0.031111,-0.23047,0.10307
-0.46182,0.32451,0.35749,0.015417,-0.43814,0.032285,-0.17548,-0.12539
-0.48978,0.021787,-0.19961,-0.049878,-0.46094,0.03072,-0.19375,0.08645
-0.48402,-0.67229,0.068663,-0.026839,-0.47047,0.032484,-0.21186,-0.085716
-0.4766,0.99376,0.13243,-0.0099919,-0.42868,0.030495,-0.17336,0.027722
-0.4536,-1.2277,-0.2324,-0.055787,-0.52394,0.031579,-0.26879,0.012219
-0.57181,1.3327,0.36065,0.025302,-0.41097,0.022537,-0.16054,-0.065978
-0.4387,-1.3717,-0.45278,-0.059249,-0.51105,0.017775,-0.25265,0.066152
-0.54783,0.93482,0.41978,0.04511,-0.41398,0.020561,-0.16563,-0.11239
-0.46149,-0.6536,-0.38875,-0.024707,-0.48852,0.019251,-0.23374,0.095576
-0.49951,-0.0065529,0.22044,0.050871,-0.45153,0.019861,-0.20467,-0.11178
-0.47049,0.55974,-0.057396,0.027197,-0.45151,0.017371,-0.19905,0.05262
-0.38716,-0.52821,-0.00059498,0.028231,-0.49523,0.020522,-0.23579,-0.076955
-0.5743,1.1612,0.20384,0.045939,-0.43217,0.022563,-0.17011,-0.0050607
-0.5057,-1.0037,-0.21834,-0.013698,-0.52739,0.022601,-0.24954,-0.030615
-0.47992,1.194,0.37889,0.060339,-0.44003,0.02255,-0.15552,-0.063082
-0.51292,-0.89748,-0.34693,-0.028862,-0.54073,0.023102,-0.23869,0.033296
-0.43904,0.6978,0.37359,0.040659,-0.46997,0.023949,-0.16687,-0.10811
-0.58824,-0.087374,-0.25713,-0.033885,-0.52655,0.023089,-0.20754,0.073526
-0.42997,0.012,0.20424,0.0069581,-0.51397,0.023365,-0.18522,-0.10784
-0.48037,0.57743,-0.018075,-0.014026,-0.49801,0.02495,-0.15887,0.053423
-0.55667,-1.1034,-0.106,-0.032305,-0.54889,0.025842,-0.21053,-0.04534
-0.46063,1.1672,0.27406,0.023548,-0.46438,0.029365,-0.12627,-0.013433
-0.50261,-1.585,-0.33677,-0.039833,-0.55707,0.02753,-0.21262,0.069584
-0.52928,0.96947,0.41463,0.056594,-0.46033,0.027415,-0.12487,-0.10076
-0.45239,-1.0264,-0.41218,-0.036345,-0.5508,0.022178,-0.20804,0.1204
-0.55897,0.40397,0.34458,0.050075,-0.48611,0.023808,-0.14997,-0.10414
-0.44163,-0.12388,-0.23751,-0.02718,-0.51994,0.021504,-0.17683,0.074378
-0.58261,-0.65917,0.097603,-0.0018798,-0.52716,0.015818,-0.18754,-0.056608
-0.44302,0.83769,0.044508,-0.0055858,-0.49375,0.0017766,-0.15505,0.012706
-0.52036,-1.4207,-0.21637,-0.045446,-0.56324,0.0075396,-0.23246,0.019107
-0.57915,1.221,0.3099,0.0301,-0.47716,0.0056143,-0.14859,-0.057971
-0.49929,-1.5627,-0.46331,-0.049737,-0.58027,0.0064678,-0.2535,0.15774
-0.58334,0.8711,0.40422,0.073461,-0.46945,0.0068978,-0.15558,-0.11358
-0.52997,-0.9387,-0.43898,0.0022886,-0.55565,0.0024441,-0.23004,0.13155
-0.50979,0.13374,0.25653,0.10037,-0.49819,0.002489,-0.17453,-0.094332
-0.55221,0.10007,-0.20241,0.052965,-0.51628,0.0010579,-0.17024,0.092315
-0.50928,-1.0836,-0.028886,0.053877,-0.54329,0.0033361,-0.18598,-0.024336
-0.5515,0.88904,0.096279,0.058495,-0.48844,0.0061405,-0.11895,0.016332
-0.53858,-1.6292,-0.33312,-0.019241,-0.57791,0.0090027,-0.20649,0.072942
-0.48694,1.2258,0.317,0.055862,-0.46658,0.010139,-0.095223,-0.077953
-0.48977,-1.4699,-0.51535,-0.061414,-0.5712,0.010325,-0.19835,0.14844
-0.55798,0.75917,0.33557,0.039445,-0.46159,0.0084059,-0.103,-0.12466
-0.47205,-0.66664,-0.41454,-0.04079,-0.52814,0.0092145,-0.16708,0.13985
-0.61157,-0.23521,0.14109,0.032508,-0.48869,0.0077449,-0.14704,-0.10969
-0.4962,0.36592,-0.16769,0.026381,-0.48421,0.0055501,-0.14212,0.09195
-0.55115,-1.2547,-0.16073,0.036825,-0.52425,0.0044592,-0.20023,-0.016646
-0.50619,1.0712,0.11396,0.080051,-0.44743,0.008207,-0.12964,-0.020418
-0.52942,-1.7588,-0.46941,0.0056478,-0.54842,0.0052678,-0.24354,0.10787
-0.54952,1.1223,0.32751,0.071996,-0.43063,0.011178,-0.143,-0.1103
-0.4729,-1.2888,-0.5107,-0.033506,-0.53712,-0.010725,-0.24343,0.16017
-0.62131,0.5598,0.31076,0.023895,-0.44791,-0.032146,-0.1652,-0.11461
-0.48587,-0.41702,-0.37481,-0.053205,-0.5007,-0.025177,-0.2098,0.13143
-0.52628,-0.66528,0.07066,-0.033545,-0.48039,-0.028668,-0.19553,-0.039085
-0.54682,0.60088,-0.07873,-0.048934,-0.45256,-0.023386,-0.15192,0.018693
-0.51069,-1.2263,-0.2374,-0.069564,-0.52029,-0.02689,-0.2142,0.040719
-0.60411,1.2058,0.20398,-0.0062602,-0.42513,-0.0256,-0.10979,-0.067901
-0.52453,-1.3345,-0.50703,-0.050668,-0.52587,-0.028135,-0.19004,0.062526
-0.50729,1.0383,0.34146,0.038032,-0.43733,-0.026447,-0.093688,-0.098859
-0.52608,-0.98089,-0.48896,-0.031155,-0.54353,-0.033025,-0.19117,0.12975
-0.56013,0.15239,0.22362,0.028937,-0.47465,-0.030414,-0.14057,-0.083575
-0.56436,0.10628,-0.21186,0.010818,-0.46825,-0.033077,-0.13438,0.024607
-0.54854,-0.48155,0.048125,0.021384,-0.49276,-0.031684,-0.15301,-0.09864
-0.56472,0.90875,0.0088419,0.028751,-0.46074,-0.031736,-0.12435,0.017525
-0.56653,-0.80546,-0.29395,-0.0049757,-0.52624,-0.032114,-0.18227,-0.065492
-0.51702,1.188,0.26966,0.0060974,-0.46775,-0.029528,-0.12876,-0.031881
-0.54942,-0.88338,-0.35238,-0.059429,-0.54938,-0.02732,-0.20768,0.0029465
-0.60159,0.84364,0.34348,-0.019434,-0.48579,-0.025536,-0.14743,-0.089075
-0.56068,-0.4203,-0.26988,-0.057078,-0.52507,-0.028289,-0.17754,0.026773
-0.59916,0.14053,0.26873,-0.027809,-0.5049,-0.027211,-0.14739,-0.10507
-0.55279,0.52471,-0.13669,-0.040025,-0.50384,-0.028071,-0.14237,-0.0026269
-0.58724,-0.4592,-0.049887,-0.032909,-0.52792,-0.0090433,-0.15839,-0.10397
-0.59375,1.0741,0.19276,-0.025439,-0.49183,-0.0087416,-0.1173,-0.013141
-0.5355,-0.91203,-0.19566,-0.052255,-0.57055,-0.01163,-0.18598,-0.036432
-0.65153,1.1703,0.35092,0.0056285,-0.49239,-0.013247,-0.11341,-0.059845
-0.52094,-0.75247,-0.45513,-0.028034,-0.55968,-0.015249,-0.17091,-0.027159
-0.62234,0.73688,0.32705,0.013696,-0.51013,-0.012522,-0.1216,-0.087055
-0.59729,-0.089011,-0.3004,-0.027822,-0.56611,-0.012939,-0.16724,0.025167
-0.54903,0.011159,0.15623,-0.003659,-0.56004,-0.0083566,-0.16182,-0.087323
-0.65121,0.62556,-0.080041,-0.013223,-0.55029,-0.0090368,-0.15531,0.0054533
-0.54536,-0.85031,-0.12939,-0.014867,-0.59798,-0.0087031,-0.20385,-0.075202
-0.61622,1.0896,0.18735,0.015096,-0.52728,-0.011854,-0.14017,-0.011121
-0.61182,-0.99185,-0.40216,-0.01664,-0.62525,-0.014845,-0.23735,-0.0010936
-0.54754,1.151,0.33306,0.046485,-0.50991,-0.01779,-0.13311,-0.066076
-0.65087,-0.72101,-0.33161,0.0050826,-0.59167,-0.021134,-0.20237,0.024583
-0.56449,0.50013,0.30839,0.058637,-0.5246,-0.017412,-0.1349,-0.10402
-0.59927,-0.1242,-0.20543,0.017376,-0.57447,-0.016218,-0.17279,0.076909
-0.63832,-0.50615,0.090491,0.033838,-0.57831,-0.013869,-0.1748,-0.076225
-0.53281,0.74901,0.028442,0.029027,-0.531,-0.014845,-0.12455,0.011976
-0.66969,-1.13,-0.16384,-0.012137,-0.59643,-0.017745,-0.18854,-0.05398
-0.54948,1.2043,0.24649,0.018815,-0.49855,-0.013099,-0.096321,-0.044074
-0.60778,-1.2585,-0.39396,-0.034894,-0.59495,-0.018477,-0.19056,0.026603
-0.6347,0.87203,0.3509,0.025443,-0.49776,0.019251,-0.10594,-0.10025
-0.54382,-0.7209,-0.38822,-0.016466,-0.57536,0.028159,-0.18053,0.062453
-0.65401,0.24676,0.24107,0.03642,-0.51835,0.022826,-0.14232,-0.1083
-0.58556,0.22376,-0.19595,0.019496,-0.52348,0.027293,-0.15921,0.036922
-0.57364,-0.57233,-0.016732,0.035148,-0.54234,0.025021,-0.19059,-0.073377
-0.67336,0.96571,0.10529,0.051488,-0.47932,0.030392,-0.1439,0.0094203
-0.52064,-1.1187,-0.27721,0.01069,-0.55734,0.028993,-0.22308,-0.014455
-0.67361,1.3035,0.3328,0.043909,-0.46249,0.03586,-0.14386,-0.050743
-0.57449,-1.0033,-0.39504,-0.028554,-0.56014,0.033165,-0.24212,0.019082
-0.59652,1.0004,0.3691,0.012385,-0.4797,0.036938,-0.16704,-0.095038
-0.64704,-0.39424,-0.35322,-0.043423,-0.54247,0.035186,-0.22141,0.061284
-0.56459,0.13164,0.19632,-0.0099791,-0.5151,0.037683,-0.19423,-0.10572
-0.62753,0.45266,-0.12816,-0.016229,-0.50702,0.033858,-0.17799,0.052012
-0.64062,-0.61893,-0.11207,-0.0051748,-0.54711,0.035963,-0.2122,-0.075787
-0.53017,1.1263,0.16551,0.027672,-0.47444,0.034313,-0.13485,0.0074246
-0.7116,-1.1867,-0.35185,-0.0013981,-0.56484,0.032889,-0.21415,-0.015283
-0.52221,1.2395,0.35458,0.055894,-0.46378,0.035757,-0.11526,-0.067585
-0.65764,-0.90227,-0.42743,-0.0054317,-0.55256,0.033415,-0.19065,0.034707
-0.61245,0.75867,0.3399,0.030479,-0.47882,0.037638,-0.12065,-0.11154
-0.58245,-0.17956,-0.2898,-0.023313,-0.52552,0.032709,-0.15766,0.072115
-0.67179,-0.31071,0.12107,-0.011848,-0.51815,0.035058,-0.14926,-0.098177
-0.63451,0.5831,-0.03188,-0.022157,-0.48905,0.033986,-0.12389,0.036606
-0.57166,-0.9444,-0.17601,-0.04253,-0.55109,0.030508,-0.18516,-0.042711
-0.70755,1.3033,0.24154,-0.0073136,-0.46706,0.020009,-0.11232,-0.032003
-0.51863,-1.2889,-0.39242,-0.058947,-0.56811,0.020342,-0.21288,0.011611
-0.62014,1.1492,0.35841,0.0072792,-0.46771,0.021414,-0.12396,-0.082796
-0.63583,-0.84236,-0.43665,-0.041618,-0.55411,0.01911,-0.20462,0.055614
-0.61782,0.4246,0.27512,0.014736,-0.49196,0.019669,-0.15251,-0.11083
-0.60834,-0.011748,-0.26676,-0.023898,-0.51421,0.020079,-0.17229,0.077031
-0.60279,-0.6751,0.017662,-0.013634,-0.52808,0.020971,-0.18618,-0.077247
-0.60952,0.74436,0.081947,-0.028079,-0.49377,0.0211,-0.14775,0.032103
-0.61065,-1.4492,-0.2148,-0.083155,-0.58058,0.018732,-0.23328,0.010686
-0.59532,1.3239,0.32684,-0.02637,-0.46826,0.024456,-0.12523,-0.060235
-0.63172,-1.372,-0.42315,-0.10345,-0.57024,0.024732,-0.21261,0.069511
-0.57845,0.97715,0.4213,-0.013711,-0.47265,0.029699,-0.12123,-0.10623
-0.6506,-0.97511,-0.34797,-0.078717,-0.55427,0.029205,-0.19061,0.14537
-0.62709,-0.0034447,0.29925,-0.00018419,-0.50736,0.029552,-0.14962,-0.096255
-0.60616,0.093206,-0.16017,-0.025433,-0.50851,0.024732,-0.14317,0.08774
-0.60328,-1.0003,-0.047779,0.0014344,-0.54058,0.027254,-0.17225,-0.039718
-0.59924,1.0268,0.15623,0.046176,-0.47613,0.02649,-0.10644,-4.71E-05
-0.61354,-1.5694,-0.35555,-0.015355,-0.56966,0.023044,-0.19758,0.038869
-0.5927,1.2043,0.37788,0.071527,-0.46826,0.023474,-0.099102,-0.075056
-0.60601,-1.5148,-0.49689,-0.042961,-0.57165,0.020342,-0.19921,0.11217
-0.60146,0.7088,0.37796,0.053717,-0.4861,0.020926,-0.12721,-0.12222
-0.59895,-0.66455,-0.39831,-0.05221,-0.54765,0.021369,-0.17807,0.12697
-0.60359,-0.41004,0.16109,0.0087629,-0.52199,0.014939,-0.15887,-0.095938
-0.60123,0.31408,-0.097662,-0.02242,-0.50729,0.00079477,-0.13928,0.070387
-0.59889,-1.0413,-0.1549,-0.034926,-0.55655,0.0045683,-0.19113,-0.016573
-0.60627,1.21,0.22768,0.026753,-0.4761,0.002059,-0.11565,-0.01684
-0.59844,-1.6469,-0.41867,-0.045954,-0.57048,0.004119,-0.21159,0.064789
-0.6025,1.2938,0.42858,0.058405,-0.46476,0.0045233,-0.11534,-0.09275
-0.60745,-1.2858,-0.45751,-0.038734,-0.55362,0.0028869,-0.19905,0.12154
-0.59246,0.47991,0.38763,0.053563,-0.4774,0.0024762,-0.13777,-0.11319
-0.61572,-0.29443,-0.20672,-0.0061767,-0.50436,0.00078193,-0.16814,0.10193
-0.59094,-0.38556,0.18228,0.03396,-0.49879,0.0019499,-0.17614,-0.082869
-0.6102,0.73881,0.06069,0.028924,-0.46768,0.00074985,-0.1536,0.052717
-0.6033,-1.5819,-0.18611,-0.0078981,-0.5311,0.0036185,-0.22814,-0.0060829
-0.59762,1.2008,0.34993,0.061302,-0.43521,0.0082776,-0.14468,-0.034607
-0.60905,-1.6304,-0.42032,-0.027424,-0.53129,0.0092402,-0.25217,0.082385
-0.59321,1.0781,0.45899,0.082832,-0.42934,0.010177,-0.16382,-0.10171
-0.61068,-1.0711,-0.42428,-0.013197,-0.51003,0.0075139,-0.24233,0.12374
-0.59775,0.11162,0.3318,0.075233,-0.45352,0.0074112,-0.20212,-0.11268
-0.6008,0.090708,-0.19801,0.019354,-0.47279,0.0059223,-0.21416,0.092802
-0.60527,-0.90934,0.022005,0.034422,-0.49055,0.0065641,-0.23277,-0.065297
-0.59747,0.91784,0.12879,0.048135,-0.43475,0.0047736,-0.17212,0.027138
-0.60297,-1.5013,-0.28617,-0.018008,-0.514,0.0031692,-0.24307,0.038236
-0.60176,1.252,0.39582,0.055329,-0.41438,0.0072315,-0.1391,-0.061086
-0.60499,-1.622,-0.45601,-0.044868,-0.51584,-0.022206,-0.2268,0.11541
-0.59974,0.77545,0.42759,0.048996,-0.42319,-0.034392,-0.1367,-0.11091
-0.60267,-0.83976,-0.39738,-0.040501,-0.48995,-0.031472,-0.19434,0.12422
-0.59548,-0.12727,0.23381,0.029213,-0.45103,-0.034745,-0.16389,-0.096352
-0.60774,0.33551,-0.10607,0.0015179,-0.44089,-0.03343,-0.15416,0.07742
-0.59172,-1.0352,-0.073418,-0.0033892,-0.47668,-0.035195,-0.19951,-0.036846
-0.60805,1.1314,0.18863,0.030851,-0.40482,-0.033738,-0.1354,-0.0062532
-0.5983,-1.5601,-0.40703,-0.038163,-0.49404,-0.035592,-0.23063,0.057074
-0.59809,1.3757,0.39801,0.058027,-0.38305,-0.030888,-0.13459,-0.07878
-0.60564,-1.4887,-0.51238,-0.038664,-0.47839,-0.031601,-0.23647,0.1122
-0.59294,0.47799,0.38143,0.055708,-0.39345,-0.02691,-0.17895,-0.1241
-0.60822,-0.38106,-0.44294,-0.017699,-0.45449,-0.031415,-0.23887,0.10977
-0.59643,-0.34143,0.093472,0.020003,-0.42459,-0.029027,-0.22696,-0.10139
-0.60092,0.64643,-0.10331,-0.0016807,-0.39701,-0.028822,-0.2029,0.071604
-0.60439,-1.3396,-0.26358,-0.035118,-0.45309,-0.025876,-0.26891,-0.027841
-0.59442,1.2085,0.23402,0.024717,-0.3498,-0.027789,-0.1683,-0.0045496
-0.60357,-1.6786,-0.62152,-0.058189,-0.45597,-0.026236,-0.27189,0.071385
-0.59998,1.175,0.40617,0.03563,-0.33933,-0.021865,-0.15103,-0.10577
-0.60043,-1.2148,-0.67658,-0.066282,-0.43669,-0.025119,-0.23373,0.14355
-0.59897,0.3518,0.294,0.023227,-0.3558,-0.025774,-0.15807,-0.13064
-0.60289,-0.11235,-0.37028,-0.020416,-0.38831,-0.022424,-0.17308,0.10307
-0.59866,-0.72758,0.011713,0.020575,-0.39245,-0.0075159,-0.1796,-0.068558
-0.60339,0.80597,-0.05755,0.022803,-0.35907,-0.0079266,-0.13504,0.039745
-0.59672,-1.6531,-0.47756,-0.012555,-0.44015,-0.0086197,-0.22731,0.014434
-0.60593,1.2766,0.2915,0.05978,-0.31397,-0.010115,-0.10854,-0.033633
-0.59799,-1.6652,-0.7311,-0.030417,-0.42852,-0.011552,-0.22424,0.10957
-0.5987,0.97379,0.40422,0.061855,-0.30361,-0.0072143,-0.12101,-0.1102
-0.60678,-0.94981,-0.60289,-0.014006,-0.40812,-0.010365,-0.21724,0.11237
-0.59213,0.0018278,0.25687,0.044044,-0.34786,-0.0079908,-0.17774,-0.1048
-0.60781,0.056196,-0.41471,-0.014276,-0.36852,-0.011636,-0.19821,0.088494
-0.59636,-1.0467,-0.21649,-0.015843,-0.38452,-0.010911,-0.23581,-0.055026
-0.60035,0.93841,0.058378,0.010998,-0.29403,-0.012387,-0.14362,0.012755
-0.60566,-1.5523,-0.58279,-0.045466,-0.39043,-0.010121,-0.24048,0.022806
-0.59291,1.2305,0.36308,0.031802,-0.26287,-0.011001,-0.1026,-0.064518
-0.60765,-1.4669,-0.86607,-0.065274,-0.43223,-0.012688,-0.28412,0.073332
-0.59511,0.82199,0.3808,0.026098,-0.23827,-0.0061233,-0.12319,-0.11095
-0.60239,-0.66395,-0.6536,-0.04693,-0.29826,-0.0070987,-0.1673,0.10524
-0.60071,-0.50319,0.083926,0.012283,-0.24434,-0.0029851,-0.13552,-0.099054
-0.59833,0.30175,-0.12847,-0.0041664,-0.20174,-0.0052441,-0.07816,0.07265
-0.60087,-1.2477,-0.14254,-0.017802,-0.25094,-0.0022407,-0.12544,-0.0097092
-0.60156,1.1376,0.16709,0.018121,-0.19507,-0.0049874,-0.065496,-0.032489
-0.59807,-1.7866,-0.58423,-0.057695,-0.30989,0.0023029,-0.19199,0.085111
-0.60218,1.1558,0.38407,0.038186,-0.17091,0.041116,-0.075534,-0.10874
-0.59998,-1.4561,-0.52151,-0.062075,-0.25843,0.029475,-0.16519,0.13179
-0.5988,0.16335,0.32544,0.028937,-0.17854,0.031817,-0.10211,-0.11616
-0.60654,-0.29803,-0.2649,-0.024109,-0.21127,0.029288,-0.1273,0.10105
-0.592,-0.70301,0.14371,0.018153,-0.20927,0.028101,-0.12622,-0.067706
-0.60737,0.63887,-0.046257,0.012231,-0.194,0.032375,-0.1148,0.038918
-0.59675,-1.6461,-0.27046,-0.012568,-0.26327,0.03414,-0.18833,0.012609
-0.59829,1.1405,0.27442,0.060416,-0.15906,0.035289,-0.084428,-0.026478
-0.60351,-1.8397,-0.37553,-0.018663,-0.24986,0.031406,-0.16105,0.074281
-0.59527,0.92885,0.39381,0.068566,-0.16576,0.033216,-0.073215,-0.096888
-0.60708,-1.1778,-0.49138,-0.030873,-0.26476,0.027639,-0.16034,0.13768
-0.59345,0.046152,0.24686,0.0415,-0.19902,0.025791,-0.10106,-0.12179
-0.60332,-0.090623,-0.21043,-0.0072365,-0.20775,0.021119,-0.098851,0.1151
-0.60146,-0.97973,0.030645,0.008461,-0.21938,0.028005,-0.11656,-0.067366
-0.59511,0.83865,0.073262,0.010703,-0.16984,0.027068,-0.070216,0.041911
-0.60465,-1.7668,-0.30644,-0.037681,-0.25406,0.027222,-0.16513,0.070776
-0.59628,1.2739,0.31215,0.05529,-0.13131,0.029635,-0.064038,-0.071089
-0.60239,-1.5604,-0.52671,-0.030892,-0.23166,0.033248,-0.17116,0.10276
-0.60102,0.79552,0.36338,0.07874,-0.12006,0.039492,-0.079123,-0.10368
-0.59522,-0.93146,-0.38478,0.0097585,-0.17642,0.039011,-0.13971,0.10568
-0.6016,-0.55536,0.23158,0.076936,-0.13527,0.038575,-0.11146,-0.10059
-0.60133,0.17913,-0.20162,0.035007,-0.14745,0.03844,-0.12939,0.077372
-0.59501,-1.3036,-0.14399,0.025315,-0.18328,0.027145,-0.17914,-0.021124
-0.60568,1.0659,0.15774,0.055573,-0.097205,0.019579,-0.10639,0.00039099
-0.59395,-1.4534,-0.31052,-0.014334,-0.18241,0.02314,-0.19255,0.062404
-0.60259,1.35,0.33962,0.060994,-0.086434,0.022544,-0.1054,-0.084816
-0.602,-1.41,-0.36402,-0.039993,-0.1796,0.023936,-0.196,0.088762
-0.59104,0.62959,0.33866,0.039663,-0.10316,0.023025,-0.13036,-0.1229
-0.61201,-0.57311,-0.23037,-0.052858,-0.13217,0.022281,-0.16144,0.14854
-0.59138,-0.58694,0.16058,-0.0074549,-0.11709,0.021241,-0.144,-0.065516
-0.60048,0.47802,0.029938,-0.012433,-0.089838,0.023128,-0.10891,0.047339
-0.60222,-1.5241,-0.03637,-0.020577,-0.13904,0.022062,-0.14865,-0.010026
-0.594,1.0841,0.23927,0.039445,-0.073474,0.025772,-0.087241,-0.0089061
