ds,y
1710,-0.59534
1711,-0.47928
1712,-0.61633
1713,-0.51159
1714,-0.55744
1715,-0.58746
1716,-0.51098
1717,-0.60298
1718,-0.54777
1719,-0.53612
1720,-0.61781
1721,-0.50208
1722,-0.6068
1723,-0.55551
1724,-0.53359
1725,-0.62037
1726,-0.51052
1727,-0.59665
1728,-0.57019
1729,-0.5217
1730,-0.63415
1731,-0.50431
1732,-0.59573
1733,-0.59035
1734,-0.50803
1735,-0.65186
1736,-0.50223
1737,-0.60432
1738,-0.58652
1739,-0.53356
1740,-0.61756
1741,-0.56353
1742,-0.54042
1743,-0.65578
1744,-0.46906
1745,-0.66899
1746,-0.53143
1747,-0.56922
1748,-0.62971
1749,-0.52454
1750,-0.59961
1751,-0.61952
1752,-0.52286
1753,-0.63765
1754,-0.52783
1755,-0.58988
1756,-0.58644
1757,-0.6104
1758,-0.58382
1759,-0.58754
1760,-0.56527
1761,-0.5811
1762,-0.57188
1763,-0.59678
1764,-0.55236
1765,-0.58561
1766,-0.56263
1767,-0.57959
1768,-0.5678
1769,-0.56784
1770,-0.57295
1771,-0.5678
1772,-0.58276
1773,-0.57165
1774,-0.56988
1775,-0.56927
1776,-0.57098
1777,-0.56452
1778,-0.57206
1779,-0.56798
1780,-0.56461
1781,-0.58121
1782,-0.55589
1783,-0.58433
1784,-0.55888
1785,-0.5768
1786,-0.57268
1787,-0.56258
1788,-0.57662
1789,-0.56175
1790,-0.57493
1791,-0.56982
1792,-0.56682
1793,-0.57481
1794,-0.56623
1795,-0.56884
1796,-0.56872
1797,-0.56492
1798,-0.56727
1799,-0.57041
1800,-0.56118
1801,-0.57774
1802,-0.56087
1803,-0.57111
1804,-0.56948
1805,-0.56163
1806,-0.5761
1807,-0.56188
1808,-0.5739
1809,-0.56807
1810,-0.56512
1811,-0.57404
1812,-0.56193
1813,-0.5711
1814,-0.56678
1815,-0.56841
1816,-0.56837
1817,-0.56973
1818,-0.5626
1819,-0.57383
1820,-0.56027
1821,-0.57041
1822,-0.56796
1823,-0.56264
1824,-0.57176
1825,-0.5605
1826,-0.57323
1827,-0.5664
1828,-0.56233
1829,-0.57379
1830,-0.55947
1831,-0.57292
1832,-0.56602
1833,-0.56572
1834,-0.56901
1835,-0.56678
1836,-0.56675
1837,-0.5699
1838,-0.56533
1839,-0.56982
1840,-0.56949
1841,-0.56254
1842,-0.57502
1843,-0.5581
1844,-0.57525
1845,-0.56268
1846,-0.56554
1847,-0.57214
1848,-0.55871
1849,-0.57389
1850,-0.56511
1851,-0.56402
1852,-0.57229
1853,-0.55979
1854,-0.56953
1855,-0.56691
1856,-0.56443
1857,-0.57006
1858,-0.56577
1859,-0.56452
1860,-0.5696
1861,-0.55789
1862,-0.57526
1863,-0.56514
1864,-0.56346
1865,-0.57244
1866,-0.55994
1867,-0.57474
1868,-0.56379
1869,-0.56556
1870,-0.57066
1871,-0.55952
1872,-0.57233
1873,-0.56423
1874,-0.56329
1875,-0.56944
1876,-0.56159
1877,-0.56753
1878,-0.56786
1879,-0.56113
1880,-0.57376
1881,-0.56327
1882,-0.56605
1883,-0.5745
1884,-0.55697
1885,-0.5779
1886,-0.56139
1887,-0.56536
1888,-0.57225
1889,-0.55585
1890,-0.57959
1891,-0.56061
1892,-0.56691
1893,-0.57101
1894,-0.55861
1895,-0.57213
1896,-0.56397
1897,-0.56426
1898,-0.57186
1899,-0.55856
1900,-0.56974
1901,-0.56683
1902,-0.55381
1903,-0.57716
1904,-0.55571
1905,-0.56716
1906,-0.56858
1907,-0.55717
1908,-0.57489
1909,-0.55784
1910,-0.56336
1911,-0.56811
1912,-0.55701
1913,-0.56863
1914,-0.56447
1915,-0.56105
1916,-0.5706
1917,-0.55879
1918,-0.56557
1919,-0.56772
1920,-0.55676
1921,-0.57244
1922,-0.55763
1923,-0.56463
1924,-0.56842
1925,-0.55559
1926,-0.57012
1927,-0.55966
1928,-0.56031
1929,-0.57029
1930,-0.55243
1931,-0.57103
1932,-0.55842
1933,-0.56138
1934,-0.56679
1935,-0.55837
1936,-0.5628
1937,-0.57107
1938,-0.54705
1939,-0.58949
1940,-0.64917
1941,-0.60808
1942,-0.67574
1943,-0.65332
1944,-0.73802
1945,-0.68854
1946,-0.63271
1947,-0.8417
1948,-0.86801
1949,-0.65023
1950,-0.84576
1951,-0.75017
1952,-0.66786
1953,-0.70279
1954,-0.61209
1955,-0.72063
1956,-0.66306
1957,-0.69842
1958,-0.72325
1959,-0.72416
1960,-0.81593
1961,-0.64806
1962,-0.71077
1963,-0.79429
1964,-0.56258
1965,-0.75797
1966,-0.59121
1967,-0.85754
1968,-0.80131
1969,-0.59553
1970,-0.87244
1971,-0.82074
1972,-0.62915
1973,-0.78966
1974,-0.72561
1975,-0.76724
1976,-0.7528
1977,-0.64737
1978,-0.92042
1979,-0.58872
1980,-0.81499
1981,-0.67269
1982,-0.66674
1983,-0.88076
1984,-0.68389
1985,-0.78255
1986,-0.67834
1987,-0.71938
1988,-0.78713
1989,-0.74117
1990,-0.68399
1991,-0.83368
1992,-0.65273
1993,-0.90062
1994,-0.73685
1995,-0.63605
1996,-0.85707
1997,-0.65625
1998,-0.75834
1999,-0.81882
2000,-0.68518
2001,-0.79231
2002,-0.74041
2003,-0.7193
2004,-0.89921
2005,-0.60925
2006,-0.82977
2007,-0.60413
2008,-0.72335
2009,-0.78226
2010,-0.72587
2011,-0.70665
2012,-0.74829
2013,-0.67006
2014,-0.78086
2015,-0.71601
2016,-0.61037
2017,-0.80897
2018,-0.69503
2019,-0.63454
2020,-0.76445
2021,-0.70711
2022,-0.66583
2023,-0.69372
2024,-0.84798
2025,-0.5856
2026,-0.77163
2027,-0.64769
2028,-0.68076
2029,-0.67753
2030,-0.69039
2031,-0.69388
2032,-0.61591
2033,-0.6504
2034,-0.69142
2035,-0.88883
2036,-0.60475
2037,-0.6449
2038,-0.66274
2039,-0.60755
2040,-0.76294
2041,-0.60239
2042,-0.73326
2043,-0.65112
2044,-0.75975
2045,-0.58475
2046,-0.69637
2047,-0.80008
2048,-0.6406
2049,-0.78222
2050,-0.67507
2051,-0.73497
2052,-0.73448
2053,-0.70957
2054,-0.7634
2055,-0.60975
2056,-0.80084
2057,-0.69896
2058,-0.68986
2059,-0.71053
2060,-0.69362
2061,-0.68864
2062,-0.70605
2063,-0.63865
2064,-0.72598
2065,-0.58464
2066,-0.6388
2067,-0.66196
2068,-0.61224
2069,-0.71182
2070,-0.59003
2071,-0.7232
2072,-0.66038
2073,-0.60587
2074,-0.72256
2075,-0.56385
2076,-0.72789
2077,-0.64509
2078,-0.64065
2079,-0.6615
2080,-0.57997
2081,-0.71504
2082,-0.6368
2083,-0.60326
2084,-0.61284
2085,-0.62833
2086,-0.64337
2087,-0.61216
2088,-0.60053
2089,-0.634
2090,-0.65555
2091,-0.62937
2092,-0.70115
2093,-0.58872
2094,-0.67209
2095,-0.52384
2096,-0.72895
2097,-0.63319
2098,-0.56374
2099,-0.63778
2100,-0.5573
2101,-0.72793
2102,-0.58793
2103,-0.61513
2104,-0.59249
2105,-0.60862
2106,-0.65166
2107,-0.55337
2108,-0.61778
2109,-0.57956
2110,-0.63216
2111,-0.56654
2112,-0.60449
2113,-0.59354
2114,-0.60631
2115,-0.58812
2116,-0.57813
2117,-0.59693
2118,-0.559
2119,-0.6863
2120,-0.56116
2121,-0.60456
2122,-0.59221
2123,-0.61197
2124,-0.62479
2125,-0.5601
2126,-0.6398
2127,-0.59142
2128,-0.61991
2129,-0.60268
2130,-0.57633
2131,-0.57606
2132,-0.54144
2133,-0.57174
2134,-0.59977
2135,-0.49393
2136,-0.64804
2137,-0.48211
2138,-0.61142
2139,-0.55243
2140,-0.52723
2141,-0.6192
2142,-0.49957
2143,-0.59845
2144,-0.56024
2145,-0.52106
2146,-0.62417
2147,-0.49734
2148,-0.60111
2149,-0.55669
2150,-0.52645
2151,-0.61921
2152,-0.49521
2153,-0.60433
2154,-0.54989
2155,-0.52906
2156,-0.61572
2157,-0.49467
2158,-0.59738
2159,-0.55581
2160,-0.50634
2161,-0.63304
2162,-0.468
2163,-0.61222
2164,-0.52962
2165,-0.52342
2166,-0.61111
2167,-0.47464
2168,-0.59902
2169,-0.53494
2170,-0.50709
2171,-0.60454
2172,-0.46635
2173,-0.58848
2174,-0.5309
2175,-0.48373
2176,-0.61641
2177,-0.44912
2178,-0.59023
2179,-0.533
2180,-0.43373
2181,-0.65111
2182,-0.45652
2183,-0.56686
2184,-0.5267
2185,-0.54482
2186,-0.54222
2187,-0.54005
2188,-0.5449
2189,-0.5313
2190,-0.54084
2191,-0.54786
2192,-0.53176
2193,-0.55523
2194,-0.52626
2195,-0.55113
2196,-0.53705
2197,-0.54147
2198,-0.54752
2199,-0.53804
2200,-0.54694
2201,-0.53965
2202,-0.54347
2203,-0.54442
2204,-0.54212
2205,-0.54145
2206,-0.54363
2207,-0.53866
2208,-0.544
2209,-0.54003
2210,-0.54023
2211,-0.54657
2212,-0.53737
2213,-0.55074
2214,-0.53536
2215,-0.54749
2216,-0.54204
2217,-0.53911
2218,-0.54922
2219,-0.53509
2220,-0.54826
2221,-0.53905
2222,-0.54287
2223,-0.54517
2224,-0.54006
2225,-0.54439
2226,-0.54091
2227,-0.54183
2228,-0.54446
2229,-0.5403
2230,-0.54389
2231,-0.54296
2232,-0.54057
2233,-0.54659
2234,-0.53978
2235,-0.54421
2236,-0.54399
2237,-0.53915
2238,-0.54783
2239,-0.53923
2240,-0.54608
2241,-0.54259
2242,-0.54006
2243,-0.54665
2244,-0.53948
2245,-0.54574
2246,-0.54112
2247,-0.54151
2248,-0.54527
2249,-0.53968
2250,-0.54402
2251,-0.543
2252,-0.54031
2253,-0.54437
2254,-0.54006
2255,-0.54299
2256,-0.54359
2257,-0.53868
2258,-0.54688
2259,-0.53844
2260,-0.54395
2261,-0.54304
2262,-0.53926
2263,-0.54631
2264,-0.53912
2265,-0.54407
2266,-0.54239
2267,-0.53922
2268,-0.5462
2269,-0.53848
2270,-0.54396
2271,-0.54227
2272,-0.53982
2273,-0.5452
2274,-0.53881
2275,-0.54285
2276,-0.5428
2277,-0.53823
2278,-0.54537
2279,-0.53812
2280,-0.54264
2281,-0.54292
2282,-0.53732
2283,-0.54644
2284,-0.53772
2285,-0.54325
2286,-0.54318
2287,-0.53752
2288,-0.54681
2289,-0.53727
2290,-0.5437
2291,-0.54271
2292,-0.538
2293,-0.54582
2294,-0.53821
2295,-0.54298
2296,-0.54276
2297,-0.53764
2298,-0.54602
2299,-0.5377
2300,-0.54202
2301,-0.54412
2302,-0.53661
2303,-0.54592
2304,-0.53774
2305,-0.53852
2306,-0.54538
2307,-0.53376
2308,-0.54805
2309,-0.53667
2310,-0.54179
2311,-0.54377
2312,-0.53567
2313,-0.5453
2314,-0.53737
2315,-0.5398
2316,-0.54474
2317,-0.53486
2318,-0.54562
2319,-0.53956
2320,-0.53701
2321,-0.54996
2322,-0.53052
2323,-0.54873
2324,-0.53466
2325,-0.53891
2326,-0.54819
2327,-0.52814
2328,-0.55014
2329,-0.53445
2330,-0.53915
2331,-0.54597
2332,-0.53031
2333,-0.55004
2334,-0.53309
2335,-0.53804
2336,-0.54583
2337,-0.53288
2338,-0.54568
2339,-0.53748
2340,-0.53753
2341,-0.54615
2342,-0.53177
2343,-0.5462
2344,-0.53821
2345,-0.53569
2346,-0.54577
2347,-0.53137
2348,-0.54347
2349,-0.5409
2350,-0.53211
2351,-0.54975
2352,-0.52898
2353,-0.54352
2354,-0.53827
2355,-0.53225
2356,-0.54713
2357,-0.52937
2358,-0.54306
2359,-0.53881
2360,-0.53357
2361,-0.54892
2362,-0.53278
2363,-0.54177
2364,-0.54097
2365,-0.53491
2366,-0.54627
2367,-0.5313
2368,-0.54517
2369,-0.54085
2370,-0.53389
2371,-0.54657
2372,-0.53432
2373,-0.54184
2374,-0.54156
2375,-0.53207
2376,-0.5484
2377,-0.52914
2378,-0.54547
2379,-0.53414
2380,-0.53422
2381,-0.53919
2382,-0.5387
2383,-0.49129
2384,-0.52514
2385,-0.35855
2386,-0.53818
2387,-0.39592
2388,-0.26843
2389,-0.50369
2390,-0.24768
2391,-0.3971
2392,-0.35151
2393,-0.22175
2394,-0.48345
2395,-0.2647
2396,-0.38063
2397,-0.42251
2398,-0.10905
2399,-0.38633
2400,-0.30457
2401,-0.40685
2402,-0.24349
2403,-0.31054
2404,-0.45903
2405,-0.29184
2406,-0.37689
2407,-0.27197
2408,-0.26427
2409,-0.42109
2410,-0.19466
2411,-0.27653
2412,-0.34302
2413,-0.37762
2414,-0.3931
2415,-0.37008
2416,-0.35083
2417,-0.3413
2418,-0.35189
2419,-0.24483
2420,-0.51571
2421,-0.26773
2422,-0.41023
2423,-0.10289
2424,-0.37142
2425,-0.23752
2426,-0.37911
2427,-0.36024
2428,-0.13587
2429,-0.33621
2430,-0.31336
2431,-0.25717
2432,-0.33459
2433,-0.39232
2434,-0.34423
2435,-0.30355
2436,-0.43676
2437,-0.31718
2438,-0.37797
2439,-0.28952
2440,-0.32521
2441,-0.32674
2442,-0.27965
2443,-0.37085
2444,-0.3324
2445,-0.3664
2446,-0.32146
2447,-0.44857
2448,-0.36964
2449,-0.41186
2450,-0.33271
2451,-0.34915
2452,-0.37062
2453,-0.37835
2454,-0.30456
2455,-0.34405
2456,-0.47377
2457,-0.23448
2458,-0.42942
2459,-0.25062
2460,-0.49981
2461,-0.34512
2462,-0.30773
2463,-0.45575
2464,-0.31222
2465,-0.48004
2466,-0.31152
2467,-0.44659
2468,-0.40226
2469,-0.43623
2470,-0.38085
2471,-0.39135
2472,-0.4267
2473,-0.2727
2474,-0.43184
2475,-0.36559
2476,-0.35696
2477,-0.39692
2478,-0.27648
2479,-0.4049
2480,-0.3238
2481,-0.36347
2482,-0.30971
2483,-0.35388
2484,-0.37529
2485,-0.37095
2486,-0.23527
2487,-0.37164
2488,-0.34916
2489,-0.36362
2490,-0.4287
2491,-0.32171
2492,-0.43749
2493,-0.37818
2494,-0.3681
2495,-0.43735
2496,-0.40492
2497,-0.40792
2498,-0.44709
2499,-0.41714
2500,-0.39943
2501,-0.46278
2502,-0.41289
2503,-0.37612
2504,-0.46451
2505,-0.47667
2506,-0.387
2507,-0.42826
2508,-0.47822
2509,-0.37873
2510,-0.47452
2511,-0.38967
2512,-0.43461
2513,-0.48054
2514,-0.32455
2515,-0.54084
2516,-0.37379
2517,-0.49029
2518,-0.37238
2519,-0.51167
2520,-0.45886
2521,-0.35667
2522,-0.50347
2523,-0.44104
2524,-0.5113
2525,-0.46916
2526,-0.4673
2527,-0.48456
2528,-0.48258
2529,-0.44383
2530,-0.49442
2531,-0.45313
2532,-0.38249
2533,-0.50584
2534,-0.40963
2535,-0.49377
2536,-0.49591
2537,-0.42943
2538,-0.53244
2539,-0.3985
2540,-0.46955
2541,-0.40428
2542,-0.5206
2543,-0.47297
2544,-0.47822
2545,-0.51784
2546,-0.46631
2547,-0.42628
2548,-0.44352
2549,-0.55457
2550,-0.44624
2551,-0.40919
2552,-0.48837
2553,-0.53678
2554,-0.46351
2555,-0.46288
2556,-0.46063
2557,-0.48931
2558,-0.56512
2559,-0.49774
2560,-0.51725
2561,-0.53262
2562,-0.44963
2563,-0.58841
2564,-0.43936
2565,-0.55916
2566,-0.51619
2567,-0.48475
2568,-0.57628
2569,-0.47799
2570,-0.54449
2571,-0.55148
2572,-0.4785
2573,-0.58927
2574,-0.49221
2575,-0.53854
2576,-0.56874
2577,-0.47622
2578,-0.59424
2579,-0.50062
2580,-0.5307
2581,-0.57564
2582,-0.47068
2583,-0.59336
2584,-0.50869
2585,-0.51674
2586,-0.59604
2587,-0.45991
2588,-0.60417
2589,-0.50713
2590,-0.5308
2591,-0.57777
2592,-0.50057
2593,-0.55749
2594,-0.5759
2595,-0.46821
2596,-0.64561
2597,-0.45093
2598,-0.60341
2599,-0.54356
2600,-0.50897
2601,-0.59102
2602,-0.53755
2603,-0.50275
2604,-0.65786
2605,-0.52131
2606,-0.55499
2607,-0.52106
2608,-0.59071
2609,-0.5694
2610,-0.51804
2611,-0.56251
2612,-0.53888
2613,-0.54692
2614,-0.57142
2615,-0.51685
2616,-0.56948
2617,-0.52001
2618,-0.55578
2619,-0.53434
2620,-0.54723
2621,-0.55596
2622,-0.53732
2623,-0.54339
2624,-0.53818
2625,-0.53488
2626,-0.54027
2627,-0.53652
2628,-0.53407
2629,-0.54299
2630,-0.53141
2631,-0.54064
2632,-0.54205
2633,-0.52897
2634,-0.55039
2635,-0.52461
2636,-0.54916
2637,-0.53292
2638,-0.53686
2639,-0.54677
2640,-0.52929
2641,-0.5438
2642,-0.53418
2643,-0.5372
2644,-0.53976
2645,-0.53467
2646,-0.53865
2647,-0.53904
2648,-0.53594
2649,-0.53849
2650,-0.53787
2651,-0.53242
2652,-0.5446
2653,-0.52699
2654,-0.54468
2655,-0.53044
2656,-0.53745
2657,-0.54106
2658,-0.52901
2659,-0.54229
2660,-0.53243
2661,-0.5376
2662,-0.53813
2663,-0.53286
2664,-0.54055
2665,-0.53413
2666,-0.5388
2667,-0.53561
2668,-0.53943
2669,-0.53357
2670,-0.54791
2671,-0.53002
2672,-0.54241
2673,-0.53228
2674,-0.53521
2675,-0.54339
2676,-0.528
2677,-0.54209
2678,-0.53178
2679,-0.53799
2680,-0.5385
2681,-0.53083
2682,-0.54254
2683,-0.53111
2684,-0.53607
2685,-0.53685
2686,-0.53615
2687,-0.53695
2688,-0.53813
2689,-0.53389
2690,-0.53996
2691,-0.53693
2692,-0.53641
2693,-0.54039
2694,-0.52997
2695,-0.54617
2696,-0.53128
2697,-0.53962
2698,-0.53912
2699,-0.53076
2700,-0.54538
2701,-0.52838
2702,-0.54137
2703,-0.53453
2704,-0.53229
2705,-0.54054
2706,-0.53263
2707,-0.53573
2708,-0.53828
2709,-0.53423
2710,-0.53701
2711,-0.53814
2712,-0.52936
2713,-0.54494
2714,-0.52749
2715,-0.54169
2716,-0.53724
2717,-0.5319
2718,-0.54348
2719,-0.52855
2720,-0.54112
2721,-0.53748
2722,-0.53151
2723,-0.54053
2724,-0.53165
2725,-0.53835
2726,-0.53761
2727,-0.52879
2728,-0.53951
2729,-0.53324
2730,-0.53273
2731,-0.53928
2732,-0.52696
2733,-0.54088
2734,-0.53455
2735,-0.53085
2736,-0.53997
2737,-0.52745
2738,-0.54005
2739,-0.53811
2740,-0.52635
2741,-0.54548
2742,-0.52575
2743,-0.54236
2744,-0.53305
2745,-0.52997
2746,-0.54503
2747,-0.5284
2748,-0.53905
2749,-0.53796
2750,-0.52723
2751,-0.54337
2752,-0.53252
2753,-0.53186
2754,-0.5401
2755,-0.52568
2756,-0.54212
2757,-0.53265
2758,-0.52957
2759,-0.54044
2760,-0.52469
2761,-0.53752
2762,-0.53488
2763,-0.52813
2764,-0.54181
2765,-0.52633
2766,-0.53411
2767,-0.53633
2768,-0.52385
2769,-0.53908
2770,-0.52888
2771,-0.5322
2772,-0.53985
2773,-0.5265
2774,-0.539
2775,-0.53217
2776,-0.52896
2777,-0.54204
2778,-0.52439
2779,-0.53758
2780,-0.53342
2781,-0.52738
2782,-0.54057
2783,-0.52489
2784,-0.53433
2785,-0.53524
2786,-0.52518
2787,-0.53882
2788,-0.52721
2789,-0.53066
2790,-0.5385
2791,-0.52113
2792,-0.54088
2793,-0.53382
2794,-0.53215
2795,-0.69658
2796,-0.60518
2797,-0.46548
2798,-0.71782
2799,-0.75003
2800,-0.74154
2801,-0.75162
2802,-0.61293
2803,-0.80722
2804,-0.52795
2805,-0.65588
2806,-0.66147
2807,-0.65707
2808,-0.90783
2809,-0.595
2810,-0.7192
2811,-0.67612
2812,-0.61484
2813,-0.73712
2814,-0.70622
2815,-0.64291
2816,-0.79584
2817,-0.55867
2818,-0.80063
2819,-0.72559
2820,-0.74386
2821,-0.7084
2822,-0.76433
2823,-0.54735
2824,-0.8441
2825,-0.71649
2826,-0.70703
2827,-0.75233
2828,-0.61117
2829,-0.83539
2830,-0.69574
2831,-0.6332
2832,-0.83224
2833,-0.6386
2834,-0.8552
2835,-0.56082
2836,-0.71884
2837,-0.78976
2838,-0.62824
2839,-0.80471
2840,-0.55635
2841,-0.77483
2842,-0.70302
2843,-0.65082
2844,-0.83071
2845,-0.5772
2846,-0.72655
2847,-0.81065
2848,-0.56479
2849,-0.85403
2850,-0.65549
2851,-0.65764
2852,-0.80505
2853,-0.59915
2854,-0.90318
2855,-0.69484
2856,-0.66043
2857,-0.8433
2858,-0.65977
2859,-0.76825
2860,-0.60522
2861,-0.64537
2862,-0.72319
2863,-0.66088
2864,-0.66061
2865,-0.76689
2866,-0.61148
2867,-0.86954
2868,-0.67078
2869,-0.64929
2870,-0.7618
2871,-0.65513
2872,-0.63996
2873,-0.74607
2874,-0.64513
2875,-0.66279
2876,-0.69327
2877,-0.63424
2878,-0.69438
2879,-0.68302
2880,-0.64764
2881,-0.68112
2882,-0.6962
2883,-0.67162
2884,-0.58983
2885,-0.61661
2886,-0.6504
2887,-0.61488
2888,-0.64138
2889,-0.69153
2890,-0.62515
2891,-0.65386
2892,-0.64804
2893,-0.61614
2894,-0.64646
2895,-0.59494
2896,-0.59207
2897,-0.68935
2898,-0.6565
2899,-0.72205
2900,-0.60822
2901,-0.71721
2902,-0.6919
2903,-0.69053
2904,-0.70146
2905,-0.69129
2906,-0.70273
2907,-0.72825
2908,-0.58993
2909,-0.81273
2910,-0.6295
2911,-0.73717
2912,-0.68886
2913,-0.64838
2914,-0.68816
2915,-0.61878
2916,-0.63192
2917,-0.63389
2918,-0.66454
2919,-0.58484
2920,-0.60979
2921,-0.6295
2922,-0.64292
2923,-0.55012
2924,-0.65179
2925,-0.63885
2926,-0.61063
2927,-0.62644
2928,-0.54133
2929,-0.69983
2930,-0.61853
2931,-0.60954
2932,-0.57882
2933,-0.59362
2934,-0.7419
2935,-0.53767
2936,-0.61224
2937,-0.64415
2938,-0.57835
2939,-0.62596
2940,-0.59084
2941,-0.59642
2942,-0.58302
2943,-0.54728
2944,-0.62122
2945,-0.60799
2946,-0.57687
2947,-0.64208
2948,-0.54295
2949,-0.64762
2950,-0.59022
2951,-0.53764
2952,-0.66988
2953,-0.52863
2954,-0.62242
2955,-0.55743
2956,-0.65775
2957,-0.55371
2958,-0.5513
2959,-0.65611
2960,-0.49128
2961,-0.6237
2962,-0.56837
2963,-0.59925
2964,-0.59765
2965,-0.51428
2966,-0.58912
2967,-0.57371
2968,-0.55252
2969,-0.57889
2970,-0.56754
2971,-0.57092
2972,-0.59096
2973,-0.51278
2974,-0.57332
2975,-0.59877
2976,-0.57381
2977,-0.59414
2978,-0.52992
2979,-0.57623
2980,-0.54347
2981,-0.60797
2982,-0.56011
2983,-0.5389
2984,-0.54676
2985,-0.5274
2986,-0.56719
2987,-0.52543
2988,-0.51434
2989,-0.57809
2990,-0.46839
2991,-0.60192
2992,-0.47703
2993,-0.54715
2994,-0.55633
2995,-0.4707
2996,-0.59486
2997,-0.48449
2998,-0.53696
2999,-0.55901
3000,-0.46877
3001,-0.60171
3002,-0.47234
3003,-0.55228
3004,-0.54569
3005,-0.48026
3006,-0.59118
3007,-0.47773
3008,-0.54911
3009,-0.54667
3010,-0.47446
3011,-0.59159
3012,-0.47815
3013,-0.53284
3014,-0.55789
3015,-0.45448
3016,-0.59973
3017,-0.45749
3018,-0.54043
3019,-0.54622
3020,-0.44793
3021,-0.60182
3022,-0.44185
3023,-0.54505
3024,-0.52401
3025,-0.46016
3026,-0.57122
3027,-0.45862
3028,-0.51391
3029,-0.54453
3030,-0.42052
3031,-0.58577
3032,-0.45192
3033,-0.49987
3034,-0.53525
3035,-0.45613
3036,-0.5298
3037,-0.49084
3038,-0.4622
3039,-0.50311
3040,-0.50508
3041,-0.51706
3042,-0.50723
3043,-0.51471
3044,-0.51227
3045,-0.50347
3046,-0.52266
3047,-0.49841
3048,-0.52391
3049,-0.50276
3050,-0.51385
3051,-0.51496
3052,-0.50534
3053,-0.52117
3054,-0.50609
3055,-0.51862
3056,-0.51138
3057,-0.51125
3058,-0.51338
3059,-0.50799
3060,-0.51443
3061,-0.51206
3062,-0.51126
3063,-0.51135
3064,-0.51292
3065,-0.5098
3066,-0.51663
3067,-0.50709
3068,-0.5166
3069,-0.51016
3070,-0.51113
3071,-0.51655
3072,-0.50536
3073,-0.51996
3074,-0.50602
3075,-0.5156
3076,-0.51202
3077,-0.50712
3078,-0.51812
3079,-0.50707
3080,-0.51605
3081,-0.51123
3082,-0.51131
3083,-0.5147
3084,-0.5105
3085,-0.51352
3086,-0.51427
3087,-0.51038
3088,-0.51527
3089,-0.51209
3090,-0.51132
3091,-0.51585
3092,-0.50849
3093,-0.51629
3094,-0.51058
3095,-0.51256
3096,-0.51529
3097,-0.50808
3098,-0.51772
3099,-0.5083
3100,-0.51419
3101,-0.51285
3102,-0.50898
3103,-0.5164
3104,-0.51044
3105,-0.51365
3106,-0.514
3107,-0.51015
3108,-0.51519
3109,-0.51123
3110,-0.51198
3111,-0.51555
3112,-0.50849
3113,-0.51606
3114,-0.51036
3115,-0.51196
3116,-0.51484
3117,-0.50854
3118,-0.51608
3119,-0.50984
3120,-0.51225
3121,-0.51453
3122,-0.50789
3123,-0.51627
3124,-0.50902
3125,-0.51274
3126,-0.51346
3127,-0.50872
3128,-0.51527
3129,-0.50925
3130,-0.5117
3131,-0.51455
3132,-0.50867
3133,-0.51518
3134,-0.50998
3135,-0.50952
3136,-0.51572
3137,-0.508
3138,-0.51547
3139,-0.51025
3140,-0.5101
3141,-0.51608
3142,-0.5057
3143,-0.51751
3144,-0.50796
3145,-0.51067
3146,-0.51556
3147,-0.50564
3148,-0.51753
3149,-0.50819
3150,-0.51143
3151,-0.51569
3152,-0.50651
3153,-0.51604
3154,-0.50882
3155,-0.5111
3156,-0.51357
3157,-0.50818
3158,-0.51383
3159,-0.51112
3160,-0.50899
3161,-0.51572
3162,-0.5053
3163,-0.51463
3164,-0.51098
3165,-0.50657
3166,-0.51662
3167,-0.50472
3168,-0.51369
3169,-0.51295
3170,-0.50558
3171,-0.51949
3172,-0.50225
3173,-0.5177
3174,-0.50675
3175,-0.51013
3176,-0.51206
3177,-0.5051
3178,-0.51436
3179,-0.5073
3180,-0.51029
3181,-0.51676
3182,-0.50278
3183,-0.51059
3184,-0.51505
3185,-0.50135
3186,-0.52218
3187,-0.49676
3188,-0.51927
3189,-0.50939
3190,-0.50721
3191,-0.51615
3192,-0.50366
3193,-0.51177
3194,-0.51542
3195,-0.50266
3196,-0.51718
3197,-0.5044
3198,-0.51068
3199,-0.51162
3200,-0.5018
3201,-0.51733
3202,-0.50399
3203,-0.50992
3204,-0.5135
3205,-0.50173
3206,-0.5175
3207,-0.50266
3208,-0.50975
3209,-0.51318
3210,-0.5006
3211,-0.51764
3212,-0.50331
3213,-0.51054
3214,-0.51367
3215,-0.50223
3216,-0.51909
3217,-0.50442
3218,-0.50992
3219,-0.51296
3220,-0.50435
3221,-0.51528
3222,-0.50718
3223,-0.51051
3224,-0.51469
3225,-0.50175
3226,-0.51656
3227,-0.5056
3228,-0.511
3229,-0.51231
3230,-0.50371
3231,-0.51528
3232,-0.50591
3233,-0.50793
3234,-0.51058
3235,-0.50049
3236,-0.51326
3237,-0.49642
3238,-0.48222
3239,-0.45704
3240,-0.31227
3241,-0.15135
3242,-0.27625
3243,-0.44219
3244,-0.27078
3245,-0.36847
3246,-0.38149
3247,-0.36161
3248,-0.29352
3249,-0.13984
3250,-0.45842
3251,-0.19128
3252,-0.37308
3253,-0.34675
3254,-0.24022
3255,-0.41223
3256,-0.20197
3257,-0.34559
3258,-0.40508
3259,-0.26754
3260,-0.32052
3261,-0.26081
3262,-0.3072
3263,-0.3957
3264,-0.075561
3265,-0.37487
