name	selling_price	year	seller_type	owner	km_driven	ex_showroom_price
Bajaj Pulsar 180	50000	2014	Individual	1	30000	85011
Honda Activa 125 [2016-2017]	50000	2017	Individual	1	27000	61545
Bajaj Pulsar 180	50000	2010	Individual	1	70000	85011
Hero Maestro	50000	2016	Individual	1	100000	49412
Honda CB Shine SP	50000	2016	Individual	1	45000	64750
Honda Activa 3G	50000	2016	Individual	1	6000	54605
Bajaj Pulsar 135 LS	50000	2015	Individual	1	48000	64589
TVS Apache RTR 180	50000	2013	Individual	1	6000	82600
Hero Passion X pro	50000	2018	Individual	1	31000	55000
Bajaj Pulsar NS 200	50000	2014	Individual	1	13000	99000
Bajaj Pulsar NS 200	50000	2015	Individual	1	45000	99000
Yamaha Fazer 	50000	2016	Individual	1	8000	88000
Yamaha FZ16	48000	2016	Individual	1	20000	78712
Honda CB Hornet 160R	48000	2016	Individual	2	25000	88161
Honda CB Shine SP	48000	2015	Individual	1	25000	67469
Honda Dream Yuga	48000	2018	Individual	1	7110	56147
Honda Activa 4G	48000	2019	Individual	1	4300	51000
TVS Sport 	48000	2019	Individual	1	15000	52000
Yamaha FZ S V 2.0	48000	2017	Individual	1	23000	84000
Honda Dream Yuga 	48000	2019	Individual	1	8600	54000
Honda Activa 3G	47999	2016	Individual	1	6000	54605
Honda CB Shine SP	47000	2017	Individual	1	73000	64750
Honda Dream Yuga	47000	2019	Individual	1	8800	56147
Hero Maestro Edge	46000	2015	Individual	1	14000	55980
Honda Activa 5G	46000	2018	Individual	1	10000	57557
Honda Dio	45000	2017	Individual	1	5650	
Hero Glamour 125	45000	2018	Individual	1	21000	61600
Hero Hunk	45000	2014	Individual	1	41000	78513
Honda Activa 4G	45000	2018	Individual	1	25000	53079
Hero Glamour 125	45000	2017	Individual	1	18000	61600
Vespa VX 125	45000	2013	Individual	2	50000	72303
Bajaj Pulsar AS200	45000	2015	Individual	1	48000	92074
TVS Wego	45000	2018	Individual	1	10000	54760
Suzuki Access 125	45000	2017	Individual	1	22300	
Suzuki Access 125	45000	2017	Individual	1	15000	
Yamaha Fascino 110	45000	2016	Individual	1	56000	54500
Bajaj Platina 100	45000	2019	Individual	1	15000	
Hero Duet	45000	2017	Individual	1	35000	50280
Hero Passion PRO TR	45000	2014	Individual	1	36000	54586
Hero Honda Karizma ZMR [2010]	45000	2012	Individual	3	44000	
Honda CB Unicorn	45000	2010	Individual	1	75000	71681
Honda Activa 3G	45000	2015	Individual	1	18000	54605
Yamaha FZ16	45000	2016	Individual	1	37000	78712
Honda CB Trigger	45000	2015	Individual	1	36000	83437
Honda Dream Neo	45000	2017	Individual	2	21000	49211
Bajaj Discover 125	45000	2016	Individual	1	20000	60122
Hero Super Splendor	45000	2012	Individual	1	21000	
Yamaha Fazer [2009-2016]	45000	2014	Individual	1	57700	84751
Hero Karizma 2014	45000	2014	Individual	1	5555	86744
Honda CB Trigger	45000	2013	Individual	1	20000	76572
Bajaj Avenger [2015]	45000	2011	Individual	1	35000	75502
Honda Activa 125	45000	2017	Individual	1	49000	
Hero Xtreme [2013-2014]	45000	2014	Individual	1	56420	72492
Bajaj Pulsar 135 LS	45000	2014	Individual	1	14000	64589
Honda CB Unicorn 150	45000	2016	Individual	2	50000	74295
Bajaj V15	45000	2015	Individual	1	2700	65626
Bajaj V15	45000	2016	Individual	1	36000	67187
Honda Livo	45000	2018	Individual	1	10000	
Hero Xtreme [2013-2014]	45000	2013	Individual	1	57000	75936
Hero Passion XPro	45000	2018	Individual	1	7000	58900
Yamaha FZ S [2012-2016]	45000	2016	Individual	2	20000	79432
Suzuki Gixxer [2014-2018]	45000	2015	Individual	1	40000	78316
Bajaj V12	45000	2017	Individual	1	35000	58906
Honda CB Unicorn 160	45000	2015	Individual	1	15000	77545
Hero Honda Glamour	45000	2012	Individual	1	75000	
Yamaha FZ S [2012-2016]	45000	2015	Individual	1	24000	79432
Honda Dio	45000	2017	Individual	1	35850	
Bajaj Pulsar 220F	45000	2011	Individual	1	40000	
Honda Dream Yuga	45000	2017	Individual	1	26000	56147
Bajaj Discover 125 M	45000	2014	Individual	1	40000	47186
Hero Honda Hunk	45000	2013	Individual	1	40000	
Bajaj Pulsar 135 LS	45000	2017	Individual	1	22000	64589
Honda Livo	45000	2017	Individual	1	30000	
Honda Activa 4G	45000	2019	Individual	1	4000	51000
Bajaj Avenger Street 220	45000	2013	Individual	1	24000	95000
TVS Apache RTR 180	45000	2016	Individual	1	23000	82600
Bajaj Pulsar NS 200	45000	2014	Individual	1	14500	99000
Bajaj Avenger 220 dtsi	45000	2012	Individual	1	27000	95000
Hero Splender iSmart	45000	2018	Individual	1	14000	54000
Activa 3g	45000	2018	Individual	1	500	54000
Hero Passion Pro	45000	2018	Individual	1	1000	55000
Hero Xtreme Sports	43000	2016	Individual	2	50000	78350
Hero HF Deluxe	43000	2018	Individual	1	60000	
Hero Karizma ZMR	43000	2012	Individual	2	63000	108000
Honda Navi [2016-2017]	42000	2017	Individual	1	24000	44389
Bajaj Pulsar 150 [2001-2011]	42000	2011	Individual	1	23000	
Honda Activa 125 [2016-2017]	42000	2016	Individual	1	30514	61653
Bajaj Pulsar 150	42000	2015	Individual	1	22770	
Bajaj V15	42000	2016	Individual	1	35000	65626
Yamaha FZ S [2012-2016]	42000	2013	Individual	1	60000	79432
Honda Activa 3G	42000	2015	Individual	1	20000	54605
Hero Honda CBZ extreme	42000	2010	Individual	1	51000	
Honda Activa 5G	42000	2018	Individual	1	22000	57557
TVS Star City Plus	42000	2017	Individual	1	21000	
Bajaj V15	42000	2016	Individual	1	19500	67187
Bajaj Pulsar 180	42000	2014	Individual	2	19600	85011
Bajaj CT 100	42000	2019	Individual	1	2900	
Honda Dream Neo	42000	2014	Individual	1	21000	53415
Honda CB Shine SP	42000	2017	Individual	1	19800	64750
Honda CB Unicorn 150	42000	2013	Individual	1	38000	74295
Honda Shine	42000	2017	Individual	1	25000	
Hero Passion X Pro [2016-2017]	42000	2016	Individual	1	15500	59095
TVS Apache RTR 160	42000	2016	Individual	1	42000	81000
Honda CB Trigger	42000	2015	Individual	1	12000	73000
Bajaj Pulsar 150	41000	2012	Individual	1	17000	
Honda Aviator	41000	2013	Individual	1	36500	63537
Honda CB Shine SP	41000	2017	Individual	1	33000	66697
Yamaha YZF R15 S	40000	2010	Individual	2	45000	117926
Yamaha Fazer [2009-2016]	40000	2013	Individual	3	35000	84751
Bajaj Pulsar 150	40000	2013	Individual	1	43400	
TVS XL 100 Heavy Duty	40000	2019	Individual	1	11000	
Hero HF Deluxe	40000	2018	Individual	1	13000	
Honda Activa 3G	40000	2015	Individual	1	3000	54605
Yamaha Saluto RX	40000	2017	Individual	1	27000	49521
Suzuki Access 125	40000	2015	Individual	1	2300	
Bajaj Discover 150F	40000	2014	Individual	2	60855	64071
Honda Activa 125 [2016-2017]	40000	2017	Individual	1	26000	61545
Hero Karizma 2014	40000	2013	Individual	1	30000	86744
Bajaj Platina 100	40000	2018	Individual	1	17000	
Bajaj Discover 150S	40000	2014	Individual	1	50000	63331
Honda Activa i [2016-2017]	40000	2017	Individual	1	11000	53436
Hero Maestro Edge	40000	2017	Individual	1	15000	55980
Bajaj V15	40000	2016	Individual	1	45000	67187
Honda CB Unicorn 150	40000	2014	Individual	1	77592	74295
Honda Activa 125	40000	2014	Individual	1	14965	
Bajaj Avenger Street 150 [2018]	40000	2016	Individual	1	29689	80435
Hero Pleasure	40000	2014	Individual	1	14000	51600
Honda Activa 3G	40000	2015	Individual	1	7672	54605
Bajaj Pulsar 135 LS	40000	2018	Individual	1	15000	64589
Yamaha Fazer [2009-2016]	40000	2012	Individual	1	7353	84751
Hero Splendor iSmart	40000	2015	Individual	1	19055	52271
Hero Honda Splendor Plus	40000	2007	Individual	1	40000	
Yamaha FZ S [2012-2016]	40000	2014	Individual	1	27785	79432
Hero Honda Passion Plus	40000	2018	Individual	1	29000	
Honda CB Trigger	40000	2015	Individual	1	75000	76572
Yamaha FZ S V 2.0	40000	2015	Individual	1	25000	84042
Hero Splendor PRO	40000	2016	Individual	1	16000	51994
Bajaj CT 100	40000	2018	Individual	1	14000	
TVS Apache RTR 160	40000	2014	Individual	2	50000	
Hero Glamour 125	40000	2016	Individual	1	15000	61600
Bajaj Pulsar 150	40000	2012	Individual	2	37000	
Honda Shine	40000	2015	Individual	1	21121	
Bajaj Pulsar 180	40000	2013	Individual	1	34000	85011
Bajaj Pulsar 220 DTS-i	40000	2011	Individual	1	26000	
Hero Honda Karizma	40000	2011	Individual	2	340000	
Honda CB Trigger	40000	2014	Individual	1	75000	83437
Hero Glamour 125	40000	2015	Individual	1	71250	61600
Suzuki Access 125	40000	2017	Individual	1	15000	
Yamaha FZ16	40000	2016	Individual	1	93000	78712
Yamaha FZ S [2012-2016]	40000	2011	Individual	1	82000	79432
Bajaj V15	40000	2016	Individual	1	34000	67187
Bajaj Platina 100	40000	2018	Individual	1	17500	
Hero Super Splendor	40000	2013	Individual	1	68000	
Bajaj Pulsar 150	40000	2016	Individual	1	28000	
Hero HF Deluxe	40000	2018	Individual	1	16000	
Hero CBZ	40000	2014	Individual	1	35000	
Hero Splendor iSmart	40000	2015	Individual	1	10000	52271
Hero Super Splendor	40000	2017	Individual	2	80000	
Honda Shine	40000	2011	Individual	1	8600	
Yamaha Fazer [2009-2016]	40000	2013	Individual	1	34500	84751
Honda Activa 3G	40000	2016	Individual	1	60000	54605
Bajaj Pulsar 150	40000	2014	Individual	2	65000	
Honda Activa 3G	40000	2015	Individual	1	36000	54605
Hero Honda Hunk	40000	2010	Individual	1	41000	
Hero Honda CBZ extreme	40000	2009	Individual	1	50000	
Hero Splender iSmart	40000	2017	Individual	1	14000	54000
Yamaha FZ S 	40000	2014	Individual	1	5500	83000
Hero Passion Pro	40000	2017	Individual	1	6700	55000
Bajaj Pulsar 135 LS	40000	2016	Individual	1	13700	64000
Activa 4g	40000	2019	Individual	1	1300	51000
Hero Passion Pro 110	39000	2013	Individual	1	20000	
Yamaha FZ S [2012-2016]	38000	2013	Individual	1	75000	79432
Hero Passion X Pro [2016-2017]	38000	2016	Individual	2	20000	59095
Bajaj Avenger [2015]	38000	2014	Individual	2	28243	75502
Hero Achiever 150	38000	2017	Individual	1	26000	69750
Hero Glamour 125	38000	2016	Dealer	1	5500	61600
Bajaj Pulsar 180	38000	2012	Individual	2	57000	85011
Yamaha Saluto	38000	2015	Individual	1	15000	63180
Bajaj Discover 125	38000	2018	Individual	1	34000	60122
Yamaha Fascino 110	38000	2016	Individual	1	37000	54500
Honda CB Unicorn	38000	2017	Individual	1	38600	72000
Hero Honda CBZ extreme	38000	2013	Individual	1	75000	78700
Honda CBF Stunner	37000	2014	Individual	1	43000	58757
Hero Karizma ZMR	37000	2010	Individual	1	27500	108000
Honda Shine	37000	2014	Individual	1	16145	
Hero Duet	37000	2016	Individual	1	6000	50280
Bajaj Discover 135	37000	2008	Individual	1	62000	
Honda Shine	37000	2016	Individual	1	45000	
Honda Shine	36999	2011	Individual	1	21000	
Yamaha YBR 125	36000	2014	Individual	1	20400	54593
Hero Ignitor	36000	2016	Individual	1	23000	65599
Yamaha FZ16	35000	2015	Individual	1	32000	78712
Yamaha FZ16	35000	2012	Individual	2	29000	78712
Hero Splendor PRO	35000	2015	Individual	2	24000	49900
Hero Splendor PRO	35000	2015	Individual	2	24000	51994
TVS Scooty Pep Plus	35000	2012	Individual	1	8150	
TVS Apache RTR 160	35000	2013	Individual	1	55750	
Hero Splendor Plus	35000	2014	Individual	2	35000	
Hero Karizma 2014	35000	2013	Individual	1	26000	86744
Yamaha SZ RR V 2.0	35000	2015	Individual	1	38000	69983
Honda CBF Stunner	35000	2013	Individual	1	15888	58757
Honda Shine	35000	2012	Individual	1	33700	
Yamaha Ray Z	35000	2015	Individual	1	15500	52949
Bajaj Pulsar 180	35000	2012	Individual	1	45000	85011
Bajaj Avenger [2015]	35000	2011	Individual	1	30000	75502
Honda Activa [2000-2015]	35000	2014	Individual	1	10000	50267
Bajaj Pulsar 150	35000	2010	Individual	1	40000	
Honda Dream Yuga	35000	2014	Individual	1	10000	56147
Honda Dio	35000	2014	Individual	1	25000	
Hero Xtreme 2014	35000	2013	Individual	1	15000	72973
TVS Radeon	35000	2017	Individual	1	20000	66492
Hero HF Deluxe	35000	2017	Individual	1	27000	
Hero Ignitor	35000	2014	Individual	1	33200	67722
TVS Apache RTR 160	35000	2011	Individual	1	25000	
Yamaha FZ V 2.0	35000	2014	Individual	1	13500	81508
Bajaj Pulsar 150	35000	2011	Individual	1	35600	
TVS Sport	35000	2018	Individual	1	26600	
Bajaj Discover 150S	35000	2015	Individual	1	28000	63331
Bajaj Avenger [2015]	35000	2012	Individual	1	15000	75502
Hero Duet	35000	2016	Individual	2	49637	54080
Hero Super Splendor	35000	2014	Individual	2	37541	
Bajaj Pulsar 150	35000	2011	Individual	1	36000	
Honda Activa [2000-2015]	35000	2013	Individual	1	29500	50267
Yamaha YBR 125	35000	2013	Individual	1	20350	54593
Hero Splendor Plus	35000	2013	Individual	1	55000	
Honda Activa 3G	35000	2016	Individual	1	51000	54605
Yamaha SZ X	35000	2010	Individual	1	46000	65800
Bajaj Pulsar 180	35000	2009	Individual	1	19000	85011
Bajaj Pulsar 150 [2001-2011]	35000	2010	Individual	1	60000	
Hero Passion PRO i3s	35000	2016	Individual	1	18000	54475
Hero CD Deluxe	35000	2016	Individual	1	38000	
Bajaj Pulsar 150	35000	2011	Individual	1	50000	
Hero Hunk	35000	2013	Individual	1	50000	78513
Hero CBZ	35000	2010	Individual	1	36000	
Hero Honda Glamour	35000	2012	Individual	1	30000	
Hero Honda CBZ extreme	35000	2011	Individual	1	35000	
Honda Livo	35000	2016	Individual	1	70000	
Hero Passion PRO TR	35000	2014	Individual	1	9556	54586
Hero Hunk	35000	2016	Individual	1	32000	78513
Honda Dream Yuga	35000	2015	Individual	1	39448	56147
Hero Honda CBZ extreme	35000	2011	Individual	1	28000	
Honda Activa i [2016-2017]	35000	2016	Individual	1	29000	53436
Bajaj Discover 150	35000	2015	Individual	1	12000	54299
Hero Glamour 125	35000	2014	Individual	1	450000	61600
Honda Activa [2000-2015]	35000	2012	Individual	1	29000	50267
Bajaj Pulsar 150	35000	2011	Individual	1	12000	
Bajaj Pulsar 150	35000	2009	Individual	1	14500	
Bajaj Pulsar 150 [2001-2011]	35000	2008	Individual	1	70000	
Yamaha Fazer [2009-2016]	35000	2011	Individual	1	15500	84751
Hero CD Dawn	35000	2014	Individual	1	38000	
Hero Honda Hunk	35000	2010	Individual	1	13000	
Hero HF Deluxe	35000	2018	Individual	1	15000	
Hero Splendor PRO	35000	2015	Individual	1	35280	51994
Hero Honda CBZ extreme	35000	2012	Individual	1	60000	
Honda Karizma	35000	2013	Individual	1	30000	105000
Honda Activa 125	35000	2018	Individual	1	24000	57000
TVS Jupyter	35000	2016	Individual	1	19000	52000
Suzuki Let''s	34000	2014	Individual	1	8000	50098
TVS Sport	34000	2018	Individual	1	25000	
Honda Activa i	32000	2013	Individual	2	20696	53900
Bajaj CT 100	32000	2017	Individual	1	40000	
Bajaj Pulsar 180	32000	2012	Individual	1	40000	85011
Honda Activa 3G	32000	2015	Individual	1	4500	54605
Honda Dream Yuga	32000	2017	Individual	1	39000	56147
Bajaj Discover 100 M	32000	2014	Individual	1	30000	44756
Honda Karizma	31000	2012	Individual	1	213000	105000
Hero Glamour FI	30900	2014	Individual	1	25000	71150
Hero Honda CBZ extreme	30000	2010	Individual	1	32000	
Hero Honda Passion PRO [2012]	30000	2011	Individual	1	42000	
Yamaha FZ16	30000	2009	Individual	2	26000	78712
Honda CB Trigger	30000	2015	Individual	1	40000	73413
Honda Activa 3G	30000	2015	Individual	1	39000	54605
Honda CB Twister	30000	2013	Individual	1	9000	53857
Honda Activa i [2016-2017]	30000	2015	Individual	2	20000	51112
TVS Scooty Zest 110	30000	2017	Individual	1	9432	53751
Suzuki GS150R	30000	2010	Individual	1	130000	70851
Hero Splendor Plus	30000	2015	Individual	1	30000	
Hero Honda Glamour	30000	2008	Individual	1	7500	
Honda Activa [2000-2015]	30000	2014	Individual	1	52000	50267
Hero HF Deluxe	30000	2016	Individual	1	50000	
Bajaj Pulsar 180	30000	2008	Individual	2	60000	85011
Honda Shine	30000	2010	Individual	1	46782	
Hero Karizma 2014	30000	2014	Individual	2	51000	86744
TVS Scooty Pep Plus	30000	2011	Individual	1	20000	
Hero Honda Splendor PRO	30000	2012	Individual	1	22866	
Yamaha FZ16	30000	2011	Individual	1	44000	78712
Yamaha FZ16	30000	2010	Individual	1	70000	78712
Bajaj Platina 100	30000	2018	Individual	1	37000	
Bajaj Pulsar 150	30000	2012	Individual	2	5000	
Hero Pleasure	30000	2013	Individual	1	24000	51600
Hero Ignitor	30000	2016	Individual	1	18000	67722
Hero Splendor Plus	30000	2013	Individual	1	20000	
Bajaj Discover 150	30000	2012	Individual	1	50000	54299
Bajaj Discover 100	30000	2011	Individual	1	45000	42859
Bajaj Discover 150	30000	2011	Individual	2	39500	54299
Honda Activa [2000-2015]	30000	2012	Individual	1	22000	50267
Honda Dio	30000	2014	Individual	1	24000	
Bajaj Pulsar 150 [2001-2011]	30000	2010	Individual	2	55000	
Hero HF Deluxe	30000	2014	Individual	2	35000	
Honda Shine	30000	2014	Individual	1	25000	
Suzuki Swish [2012-2015]	30000	2014	Individual	1	30000	51685
Suzuki Access 125 [2007-2016]	30000	2012	Individual	1	23000	58314
Honda CB Twister	30000	2012	Individual	1	50000	57241
Bajaj Pulsar 150	30000	2010	Individual	1	54000	
Honda CB Unicorn 150	30000	2010	Individual	1	69000	74295
Honda Activa 3G	30000	2015	Individual	1	18000	54605
Bajaj Discover 135	30000	2009	Individual	1	20000	
Bajaj CT 100	30000	2016	Individual	1	38500	
Honda Shine	30000	2014	Individual	1	40000	
Honda Activa 125	30000	2014	Individual	1	20000	
Honda Aviator	30000	2014	Individual	1	7000	59183
Bajaj Discover 125 M	30000	2014	Individual	1	45000	49146
Honda CB Unicorn 150	30000	2012	Individual	1	32000	74295
Hero Maestro	30000	2013	Individual	1	60000	49412
Honda Activa i	30000	2014	Individual	1	25000	53900
Mahindra Gusto	30000	2015	Individual	2	20000	51185
TVS XL 100	30000	2017	Individual	1	8000	30490
Bajaj Pulsar 180	30000	2009	Individual	1	17500	85011
Honda Shine	30000	2013	Individual	1	93000	
Bajaj Discover 150F	30000	2015	Individual	1	12000	64071
Hero Pleasure [2005-2015]	30000	2013	Individual	1	25000	46779
Honda Dream Yuga	30000	2015	Individual	2	46070	56147
Hero Super Splendor	30000	2011	Individual	1	89000	
Bajaj Pulsar 150 [2001-2011]	30000	2008	Individual	1	19500	
Hero Pleasure	30000	2013	Individual	1	25000	49600
Hero Honda CBZ extreme	30000	2011	Individual	3	70000	
Hero Honda Passion Pro	30000	2014	Individual	1	60000	51000
Hero Splender Plus	30000	2018	Individual	1	50000	48000
Honda CB Shine	30000	2015	Individual	1	30000	58000
Hero Achiever 150	29900	2016	Individual	1	55000	69750
Bajaj Pulsar 150	29500	2013	Individual	1	27000	
Honda Activa [2000-2015]	29500	2013	Individual	1	45000	50267
Hero Honda Passion PRO [2012]	28700	2012	Individual	2	49876	
Honda Navi	28000	2016	Individual	2	10000	47255
Hero Passion XPro	28000	2012	Individual	1	81000	56750
Hero Splendor PRO	28000	2015	Individual	1	38000	49642
Bajaj Discover 125	28000	2013	Individual	1	45000	60122
TVS Scooty Zest 110	28000	2015	Individual	1	32800	52372
Hero Honda Hunk	28000	2009	Individual	1	40000	
Hero Honda Splendor Plus	28000	2008	Individual	1	70889	
Honda Aviator	28000	2013	Individual	1	28087	63537
Hero Honda Passion PRO [2012]	28000	2011	Individual	2	60000	
Honda Dio	28000	2014	Individual	1	13000	
Bajaj Discover 100	28000	2015	Individual	2	52000	42859
Honda Aviator	28000	2009	Individual	1	29625	59183
Hero Honda Splendor NXG	28000	2012	Individual	1	49999	
Yamaha FZ16	27000	2011	Individual	1	67000	78712
Hero Duet	27000	2016	Individual	1	28000	50280
Suzuki GS150R	27000	2012	Individual	1	14100	70851
TVS Victor GLX	27000	2002	Individual	1	49000	
Bajaj Discover 100	27000	2015	Individual	1	21000	47000
Hero Maestro	26500	2016	Individual	2	40000	53830
Bajaj Pulsar 150 [2001-2011]	26500	2010	Individual	1	52500	
Hero Pleasure	26500	2013	Individual	1	18860	49600
Honda Navi [2016-2017]	26000	2016	Individual	1	17450	44389
Bajaj Pulsar 150	26000	2012	Individual	2	65000	
TVS Star City Plus	26000	2014	Individual	2	68000	
Bajaj Discover 125	26000	2012	Individual	1	75000	57549
TVS Max DLX	26000	2002	Individual	2	28000	
Hero Honda CD Deluxe	25500	2012	Individual	1	28990	
Suzuki Access 125 [2007-2016]	25000	2012	Individual	1	55000	58314
Hero Honda Glamour	25000	2006	Individual	1	27000	
Honda Dream Yuga	25000	2012	Individual	1	35000	56147
Bajaj Discover 125	25000	2011	Individual	1	57000	60122
Bajaj Discover 100	25000	2010	Individual	1	43000	42859
Hero Honda Passion Plus	25000	2006	Individual	1	75000	
Bajaj Pulsar 150	25000	2010	Individual	1	42000	
Bajaj Discover 125	25000	2013	Individual	1	55000	57549
Bajaj Xcd	25000	2008	Individual	1	54000	
Hero Honda CD Deluxe	25000	2009	Individual	1	50000	
Hero CD Deluxe	25000	2014	Individual	1	70000	
Hero Xtreme [2013-2014]	25000	2013	Individual	1	24000	75936
Hero Honda CBZ extreme	25000	2010	Individual	1	40000	
Bajaj Discover 150	25000	2014	Individual	2	71000	54299
Yamaha SZ X	25000	2012	Individual	2	30000	65800
Bajaj Discover 100 T	25000	2013	Individual	1	26000	47032
Honda Activa [2000-2015]	25000	2014	Individual	1	41000	50267
Bajaj Pulsar 180	25000	2007	Individual	1	80000	85011
Bajaj Pulsar 220 Fi	25000	2012	Individual	1	44000	
Yamaha FZ16	25000	2008	Individual	1	40000	78712
Hero Maestro Edge	25000	2017	Individual	1	55000	52790
Bajaj Discover 125	25000	2016	Individual	1	70350	60122
Hero Honda Passion PRO [2012]	25000	2011	Individual	1	20000	
Bajaj Xcd	25000	2007	Individual	1	75000	
Hero Maestro	25000	2015	Individual	2	40000	49412
Hero Splendor Plus	25000	2012	Individual	1	50000	
Bajaj Discover 125 ST	25000	2012	Individual	1	76000	58438
Honda Shine	25000	2010	Individual	1	20000	
Honda Activa 3G	25000	2011	Individual	1	20000	54605
Honda Activa [2000-2015]	25000	2009	Individual	1	585659	50267
Honda Dream Yuga	25000	2013	Individual	1	29000	56147
Honda Activa [2000-2015]	25000	2012	Individual	1	40000	50267
Hero Honda Pleasure	25000	2009	Individual	1	50000	
Hero Honda CD Deluxe	25000	2010	Individual	1	35000	
Bajaj Pulsar 150	25000	2015	Individual	2	50000	
Bajaj Xcd	25000	2007	Individual	2	100000	
Bajaj Pulsar 135 LS	25000	2011	Individual	2	30000	64589
Honda CB Twister	25000	2015	Individual	1	35000	57241
Yamaha Fazer [2009-2016]	25000	2013	Individual	1	120000	84751
Bajaj Discover 150	25000	2008	Individual	1	25000	54299
Hero Splendor Plus	25000	2015	Individual	1	45000	
Bajaj Discover 150	25000	2011	Individual	1	52000	54299
Hero Honda Splendor	25000	2008	Individual	1	38000	
Bajaj Discover 100	25000	2010	Individual	2	28000	42859
Honda Livo	25000	2015	Individual	1	30000	
Bajaj Pulsar 150	25000	2013	Individual	2	70000	
Hero Glamour 125	25000	2013	Individual	1	50000	61600
Hero Honda Passion PRO [2012]	25000	2012	Individual	2	20000	
Honda Activa [2000-2015]	25000	2012	Individual	1	38000	50267
Yamaha RXG	25000	1997	Individual	1	45354	
Yamaha Alpha	25000	2015	Individual	2	14000	54253
Mahindra Gusto	25000	2016	Individual	1	13500	51185
Bajaj Discover 100 T	25000	2014	Individual	1	30000	47032
Bajaj Discover 125	25000	2011	Individual	1	70000	57549
Honda Activa [2000-2015]	25000	2015	Individual	1	25000	50267
Hero Honda Passion Plus	25000	2007	Individual	1	70000	
Hero Splendor Plus	25000	2006	Individual	2	40000	
Bajaj Discover 135	25000	2010	Individual	1	55000	
Hero Honda CD Deluxe	25000	2008	Individual	3	65000	
Honda CB Unicorn Dazzler	25000	2011	Individual	1	40000	71757
Hero Passion XPro	25000	2013	Individual	1	25000	59640
Bajaj Platina 100	25000	2013	Individual	1	30000	
Hero Karizma 2014	25000	2015	Individual	1	40000	86744
Honda Activa [2000-2015]	25000	2007	Individual	1	17860	50267
Bajaj Pulsar 180	25000	2011	Individual	1	43000	85011
Hero Honda CBZ extreme	25000	2007	Individual	1	80000	
Bajaj CT 100	25000	2017	Individual	1	45000	
Hero Honda Passion Plus	25000	2008	Dealer	2	100000	
TVS Star City	25000	2016	Individual	1	50000	47108
Hero Honda Splendor Plus	25000	2012	Individual	1	70000	
Honda Aviator	25000	2012	Individual	2	12000	59183
Honda CB Twister	25000	2012	Individual	1	86000	53857
Bajaj Pulsar 150	25000	2010	Individual	2	26000	75000
Suzuki Access 125	25000	2010	Individual	1	1900	58000
TVS Wego	25000	2012	Individual	1	22000	52000
Honda CB twister	25000	2015	Individual	1	32000	51000
Hero Glamour	25000	2015	Individual	1	18000	57000
Bajaj Discover 100	24999	2012	Individual	2	35000	42859
Hero Honda CD Deluxe	24700	2012	Individual	2	40000	
Bajaj Pulsar 135 LS	24000	2010	Individual	1	45000	64589
Hero Splendor PRO	24000	2011	Individual	1	43000	51994
Suzuki SlingShot	24000	2011	Individual	1	17000	
Bajaj Discover 100	24000	2014	Individual	1	31000	42859
Hero Honda Passion Plus	23500	2010	Individual	1	60000	
Hero Honda Pleasure	23000	2010	Individual	1	32000	
Honda Navi [2016-2017]	23000	2016	Individual	1	17450	44389
Bajaj Pulsar 135 LS	23000	2010	Individual	1	77000	64589
Honda Activa [2000-2015]	23000	2009	Individual	1	95000	50267
Bajaj Platina 100	23000	2013	Individual	2	24000	
Honda Dio	23000	2010	Individual	1	40000	
Honda Activa [2000-2015]	23000	2009	Individual	1	95000	50267
Bajaj Discover 125	23000	2011	Individual	1	66000	57549
Bajaj Discover 100	23000	2012	Individual	1	50000	42859
Honda Activa [2000-2015]	22989	2012	Individual	1	500000	50267
Suzuki Access 125 [2007-2016]	22000	2010	Individual	2	43000	58314
Hero Xtreme Sports	22000	2014	Individual	1	99000	78350
Honda CB Unicorn Dazzler	22000	2011	Individual	1	38350	71757
Mahindra Flyte	22000	2009	Individual	3	20000	44493
Honda Activa [2000-2015]	22000	2014	Individual	1	38000	50267
Bajaj Pulsar 150	22000	2011	Individual	1	60000	
Bajaj Discover 135	22000	2007	Individual	1	25000	
Bajaj Discover 100	22000	2014	Individual	1	14289	42859
Hero Honda Passion Plus	22000	2008	Individual	2	85000	
Bajaj Pulsar 150 [2001-2011]	22000	2011	Individual	1	36000	
Hero Honda Splendor NXG	21000	2009	Individual	1	10000	
Hero Honda Glamour	21000	2010	Individual	1	11000	
TVS Star City	21000	2011	Individual	1	101000	47108
Bajaj Pulsar 150	21000	2007	Individual	1	100000	
Bajaj Discover 100	21000	2009	Individual	1	50000	42859
Bajaj Pulsar 180	20100	2008	Individual	1	36000	85011
Yamaha SZ [2013-2014]	20000	2011	Individual	2	21000	
Bajaj Discover 100	20000	2012	Individual	1	85000	42859
Hero Honda CBZ extreme	20000	2007	Individual	1	90000	
Hero Hunk	20000	2010	Individual	1	35000	78513
Bajaj Pulsar 135 LS	20000	2010	Individual	2	50000	64589
Honda Activa [2000-2015]	20000	2010	Individual	1	50000	50267
Bajaj CT 110	20000	2015	Individual	1	25000	
Yamaha FZ16	20000	2009	Individual	1	50000	78712
Hero Honda Splendor Plus	20000	2006	Individual	1	23000	
Bajaj Discover 135	20000	2010	Individual	1	31195	
Bajaj Pulsar 135 LS	20000	2010	Individual	1	80000	64589
